Class Name,Area,Perimeter
cracks,23018.0,1165.8864350760145
cement_matrix,17772.0,557.0020920410531
cement_matrix,391593.0,4653.863273947651
cement_matrix,62777.0,1731.702668891941
gravel_crushed_stones,210302.0,2502.6214998123087
gravel_crushed_stones,479.0,105.55634918610404
